String_Type,Window_m,Unique_Substrings_Sm,LZ77_z,Theoretical_Bound_mz,Ratio
Worst-Case,1309,4000,616,806344,0.004960661950730706
DNA,1310,3316,20,26200,0.1265648854961832
Worst-Case,1310,4000,616,806960,0.00495687518588282
DNA,1311,3317,20,26220,0.12650648360030511
Worst-Case,1311,4000,616,807576,0.004953094197945457
DNA,1312,3318,20,26240,0.1264481707317073
Worst-Case,1312,4000,616,808192,0.004949318973709218
DNA,1313,3319,20,26260,0.1263899466869764
Worst-Case,1313,4000,616,808808,0.004945549500004946
DNA,1314,3320,20,26280,0.1263318112633181
Worst-Case,1314,4000,616,809424,0.0049417857637035715
DNA,1315,3321,20,26300,0.12627376425855513
Worst-Case,1315,4000,616,810040,0.004938027751715965
DNA,1316,3322,20,26320,0.12621580547112463
Worst-Case,1316,4000,616,810656,0.004934275450992776
DNA,1317,3323,20,26340,0.12615793470007594
Worst-Case,1317,4000,616,811272,0.0049305288485242925
DNA,1318,3324,20,26360,0.12610015174506828
Worst-Case,1318,4000,616,811888,0.004926787931340284
DNA,1319,3325,20,26380,0.12604245640636846
Worst-Case,1319,4000,616,812504,0.004923052686509851
DNA,1320,3326,20,26400,0.12598484848484848
Worst-Case,1320,4000,616,813120,0.004919323101141283
DNA,1321,3327,20,26420,0.12592732778198334
Worst-Case,1321,4000,616,813736,0.004915599162381903
DNA,1322,3328,20,26440,0.12586989409984872
Worst-Case,1322,4000,616,814352,0.004911880857417923
DNA,1323,3329,20,26460,0.12581254724111868
Worst-Case,1323,4000,616,814968,0.004908168173474296
DNA,1324,3330,20,26480,0.12575528700906344
Worst-Case,1324,4000,616,815584,0.004904461097814572
DNA,1325,3331,20,26500,0.12569811320754717
Worst-Case,1325,4000,616,816200,0.00490075961774075
DNA,1326,3332,20,26520,0.12564102564102564
Worst-Case,1326,4000,616,816816,0.004897063720593132
DNA,1327,3333,20,26540,0.12558402411454408
Worst-Case,1327,4000,616,817432,0.004893373393750184
DNA,1328,3334,20,26560,0.12552710843373494
Worst-Case,1328,4000,616,818048,0.004889688624628383
DNA,1329,3335,20,26580,0.12547027840481564
Worst-Case,1329,4000,616,818664,0.004886009400682087
DNA,1330,3336,20,26600,0.12541353383458648
Worst-Case,1330,4000,616,819280,0.004882335709403379
DNA,1331,3337,20,26620,0.12535687453042824
Worst-Case,1331,4000,616,819896,0.004878667538321934
DNA,1332,3338,20,26640,0.1253003003003003
Worst-Case,1332,4000,616,820512,0.004875004875004875
DNA,1333,3339,20,26660,0.12524381095273818
Worst-Case,1333,4000,616,821128,0.004871347707056634
DNA,1334,3340,20,26680,0.12518740629685157
Worst-Case,1334,4000,616,821744,0.004867696022118811
DNA,1335,3341,20,26700,0.1251310861423221
Worst-Case,1335,4000,616,822360,0.004864049807870033
DNA,1336,3342,20,26720,0.12507485029940119
Worst-Case,1336,4000,616,822976,0.004860409052025818
DNA,1337,3343,20,26740,0.12501869857890802
Worst-Case,1337,4000,616,823592,0.00485677374233844
DNA,1338,3344,20,26760,0.1249626307922272
Worst-Case,1338,4000,616,824208,0.004853143866596781
DNA,1339,3345,20,26780,0.12490664675130694
Worst-Case,1339,4000,616,824824,0.004849519412626208
DNA,1340,3346,20,26800,0.12485074626865672
Worst-Case,1340,4000,616,825440,0.004845900368288428
DNA,1341,3347,20,26820,0.12479492915734526
Worst-Case,1341,4000,616,826056,0.004842286721481352
DNA,1342,3348,20,26840,0.12473919523099851
Worst-Case,1342,4000,616,826672,0.004838678460138967
DNA,1343,3349,20,26860,0.12468354430379747
Worst-Case,1343,4000,616,827288,0.004835075572231194
DNA,1344,3350,20,26880,0.12462797619047619
Worst-Case,1344,4000,616,827904,0.00483147804576376
DNA,1345,3351,20,26900,0.1245724907063197
Worst-Case,1345,4000,616,828520,0.004827885868778062
DNA,1346,3352,20,26920,0.12451708766716196
Worst-Case,1346,4000,616,829136,0.004824299029351035
DNA,1347,3353,20,26940,0.12446176688938382
Worst-Case,1347,4000,616,829752,0.004820717515595021
DNA,1348,3354,20,26960,0.12440652818991098
Worst-Case,1348,4000,616,830368,0.004817141315657636
DNA,1349,3355,20,26980,0.12435137138621201
Worst-Case,1349,4000,616,830984,0.004813570417721641
DNA,1350,3356,20,27000,0.1242962962962963
Worst-Case,1350,4000,616,831600,0.00481000481000481
DNA,1351,3357,20,27020,0.12424130273871206
Worst-Case,1351,4000,616,832216,0.004806444480759803
DNA,1352,3358,20,27040,0.12418639053254438
Worst-Case,1352,4000,616,832832,0.004802889418274034
DNA,1353,3359,20,27060,0.12413155949741315
Worst-Case,1353,4000,616,833448,0.004799339610869545
DNA,1354,3360,20,27080,0.1240768094534712
Worst-Case,1354,4000,616,834064,0.004795795046902876
DNA,1355,3361,20,27100,0.12402214022140222
Worst-Case,1355,4000,616,834680,0.0047922557147649395
DNA,1356,3362,20,27120,0.12396755162241888
Worst-Case,1356,4000,616,835296,0.004788721602880895
DNA,1357,3363,20,27140,0.12391304347826088
Worst-Case,1357,4000,616,835912,0.004785192699710017
DNA,1358,3364,20,27160,0.12385861561119293
Worst-Case,1358,4000,616,836528,0.004781668993745577
DNA,1359,3365,20,27180,0.12380426784400295
Worst-Case,1359,4000,616,837144,0.004778150473514712
DNA,1360,3366,20,27200,0.12375
Worst-Case,1360,4000,616,837760,0.004774637127578304
DNA,1361,3367,20,27220,0.12369581190301249
Worst-Case,1361,4000,616,838376,0.004771128944530855
DNA,1362,3368,20,27240,0.1236417033773862
Worst-Case,1362,4000,616,838992,0.004767625913000362
DNA,1363,3369,20,27260,0.1235876742479824
Worst-Case,1363,4000,616,839608,0.004764128021648197
DNA,1364,3370,20,27280,0.12353372434017595
Worst-Case,1364,4000,616,840224,0.004760635259168983
DNA,1365,3371,20,27300,0.12347985347985348
Worst-Case,1365,4000,616,840840,0.0047571476142904716
DNA,1366,3372,20,27320,0.12342606149341143
Worst-Case,1366,4000,616,841456,0.004753665075773421
DNA,1367,3373,20,27340,0.12337234820775421
Worst-Case,1367,4000,616,842072,0.00475018763241148
DNA,1368,3374,20,27360,0.1233187134502924
Worst-Case,1368,4000,616,842688,0.0047467152730310625
DNA,1369,3375,20,27380,0.12326515704894084
Worst-Case,1369,4000,616,843304,0.00474324798649123
DNA,1370,3376,20,27400,0.12321167883211678
Worst-Case,1370,4000,616,843920,0.004739785761683572
DNA,1371,3377,20,27420,0.12315827862873814
Worst-Case,1371,4000,616,844536,0.004736328587532089
DNA,1372,3378,20,27440,0.12310495626822157
Worst-Case,1372,4000,616,845152,0.0047328764529930714
DNA,1373,3379,20,27460,0.1230517115804807
Worst-Case,1373,4000,616,845768,0.004729429347054984
DNA,1374,3380,20,27480,0.12299854439592431
Worst-Case,1374,4000,616,846384,0.00472598725873835
DNA,1375,3381,20,27500,0.12294545454545455
Worst-Case,1375,4000,616,847000,0.004722550177095631
DNA,1376,3382,20,27520,0.12289244186046512
Worst-Case,1376,4000,616,847616,0.004719118091211115
DNA,1377,3383,20,27540,0.12283950617283951
Worst-Case,1377,4000,616,848232,0.0047156909902007944
DNA,1378,3384,20,27560,0.1227866473149492
Worst-Case,1378,4000,616,848848,0.00471226886321226
DNA,1379,3385,20,27580,0.12273386511965192
Worst-Case,1379,4000,616,849464,0.004708851699424578
DNA,1380,3386,20,27600,0.12268115942028986
Worst-Case,1380,4000,616,850080,0.004705439488048184
DNA,1381,3387,20,27620,0.12262853005068791
Worst-Case,1381,4000,616,850696,0.00470203221832476
DNA,1382,3388,20,27640,0.12257597684515195
Worst-Case,1382,4000,616,851312,0.00469862987952713
DNA,1383,3389,20,27660,0.1225234996384671
Worst-Case,1383,4000,616,851928,0.004695232460959142
DNA,1384,3390,20,27680,0.12247109826589596
Worst-Case,1384,4000,616,852544,0.004691839951955559
DNA,1385,3391,20,27700,0.12241877256317689
Worst-Case,1385,4000,616,853160,0.004688452341881945
DNA,1386,3392,20,27720,0.12236652236652237
Worst-Case,1386,4000,616,853776,0.004685069620134555
DNA,1387,3393,20,27740,0.12231434751261716
Worst-Case,1387,4000,616,854392,0.004681691776140226
DNA,1388,3394,20,27760,0.12226224783861671
Worst-Case,1388,4000,616,855008,0.004678318799356263
DNA,1389,3395,20,27780,0.12221022318214543
Worst-Case,1389,4000,616,855624,0.004674950679270333
DNA,1390,3396,20,27800,0.12215827338129497
Worst-Case,1390,4000,616,856240,0.004671587405400355
DNA,1391,3397,20,27820,0.12210639827462258
Worst-Case,1391,4000,616,856856,0.004668228967294388
DNA,1392,3398,20,27840,0.12205459770114943
Worst-Case,1392,4000,616,857472,0.004664875354530527
DNA,1393,3399,20,27860,0.12200287150035893
Worst-Case,1393,4000,616,858088,0.004661526556716793
DNA,1394,3400,20,27880,0.12195121951219512
Worst-Case,1394,4000,616,858704,0.0046581825634910284
DNA,1395,3401,20,27900,0.12189964157706093
Worst-Case,1395,4000,616,859320,0.004654843364520784
DNA,1396,3402,20,27920,0.12184813753581662
Worst-Case,1396,4000,616,859936,0.004651508949503219
DNA,1397,3403,20,27940,0.12179670722977809
Worst-Case,1397,4000,616,860552,0.0046481793081649915
DNA,1398,3404,20,27960,0.1217453505007153
Worst-Case,1398,4000,616,861168,0.004644854430262155
DNA,1399,3405,20,27980,0.1216940671908506
Worst-Case,1399,4000,616,861784,0.004641534305580053
DNA,1400,3406,20,28000,0.12164285714285715
Worst-Case,1400,4000,616,862400,0.00463821892393321
DNA,1401,3407,20,28020,0.12159172019985724
Worst-Case,1401,4000,616,863016,0.004634908275165234
DNA,1402,3408,20,28040,0.12154065620542083
Worst-Case,1402,4000,616,863632,0.004631602349148711
DNA,1403,3409,20,28060,0.1214896650035638
Worst-Case,1403,4000,616,864248,0.004628301135785099
DNA,1404,3410,20,28080,0.12143874643874644
Worst-Case,1404,4000,616,864864,0.004625004625004625
DNA,1405,3411,20,28100,0.12138790035587188
Worst-Case,1405,4000,616,865480,0.004621712806766188
DNA,1406,3412,20,28120,0.12133712660028449
Worst-Case,1406,4000,616,866096,0.00461842567105725
DNA,1407,3413,20,28140,0.1212864250177683
Worst-Case,1407,4000,616,866712,0.004615143207893741
DNA,1408,3414,20,28160,0.12123579545454545
Worst-Case,1408,4000,616,867328,0.004611865407319953
DNA,1409,3415,20,28180,0.12118523775727466
Worst-Case,1409,4000,616,867944,0.004608592259408441
DNA,1410,3416,20,28200,0.12113475177304965
Worst-Case,1410,4000,616,868560,0.004605323754259924
DNA,1411,3417,20,28220,0.1210843373493976
Worst-Case,1411,4000,616,869176,0.004602059882003184
DNA,1412,3418,20,28240,0.12103399433427763
Worst-Case,1412,4000,616,869792,0.004598800632794967
DNA,1413,3419,20,28260,0.12098372257607927
Worst-Case,1413,4000,616,870408,0.004595545996819882
DNA,1414,3420,20,28280,0.12093352192362093
Worst-Case,1414,4000,616,871024,0.004592295964290306
DNA,1415,3421,20,28300,0.12088339222614841
Worst-Case,1415,4000,616,871640,0.004589050525446285
DNA,1416,3422,20,28320,0.12083333333333333
Worst-Case,1416,4000,616,872256,0.004585809670555433
DNA,1417,3423,20,28340,0.12078334509527171
Worst-Case,1417,4000,616,872872,0.004582573389912839
DNA,1418,3424,20,28360,0.12073342736248237
Worst-Case,1418,4000,616,873488,0.004579341673840969
DNA,1419,3425,20,28380,0.12068357998590556
Worst-Case,1419,4000,616,874104,0.004576114512689565
DNA,1420,3426,20,28400,0.1206338028169014
Worst-Case,1420,4000,616,874720,0.004572891896835559
DNA,1421,3427,20,28420,0.12058409570724841
Worst-Case,1421,4000,616,875336,0.004569673816682965
DNA,1422,3428,20,28440,0.12053445850914206
Worst-Case,1422,4000,616,875952,0.004566460262662794
DNA,1423,3429,20,28460,0.12048489107519325
Worst-Case,1423,4000,616,876568,0.004563251225232954
DNA,1424,3430,20,28480,0.12043539325842696
Worst-Case,1424,4000,616,877184,0.004560046694878156
DNA,1425,3431,20,28500,0.12038596491228071
Worst-Case,1425,4000,616,877800,0.00455684666210982
DNA,1426,3432,20,28520,0.12033660589060309
Worst-Case,1426,4000,616,878416,0.0045536511174659846
DNA,1427,3433,20,28540,0.12028731604765242
Worst-Case,1427,4000,616,879032,0.004550460051511208
DNA,1428,3434,20,28560,0.12023809523809524
Worst-Case,1428,4000,616,879648,0.00454727345483648
DNA,1429,3435,20,28580,0.1201889433170049
Worst-Case,1429,4000,616,880264,0.004544091318059128
DNA,1430,3436,20,28600,0.12013986013986014
Worst-Case,1430,4000,616,880880,0.004540913631822722
DNA,1431,3437,20,28620,0.12009084556254368
Worst-Case,1431,4000,616,881496,0.0045377403867969904
DNA,1432,3438,20,28640,0.12004189944134078
Worst-Case,1432,4000,616,882112,0.004534571573677719
DNA,1433,3439,20,28660,0.11999302163293789
Worst-Case,1433,4000,616,882728,0.004531407183186667
DNA,1434,3440,20,28680,0.1199442119944212
Worst-Case,1434,4000,616,883344,0.004528247206071474
DNA,1435,3441,20,28700,0.11989547038327526
Worst-Case,1435,4000,616,883960,0.004525091633105571
DNA,1436,3442,20,28720,0.11984679665738161
Worst-Case,1436,4000,616,884576,0.004521940455088087
DNA,1437,3443,20,28740,0.1197981906750174
Worst-Case,1437,4000,616,885192,0.004518793662843767
DNA,1438,3444,20,28760,0.11974965229485396
Worst-Case,1438,4000,616,885808,0.004515651247222875
DNA,1439,3445,20,28780,0.11970118137595552
Worst-Case,1439,4000,616,886424,0.004512513199101107
DNA,1440,3446,20,28800,0.11965277777777777
Worst-Case,1440,4000,616,887040,0.004509379509379509
DNA,1441,3447,20,28820,0.11960444136016656
Worst-Case,1441,4000,616,887656,0.004506250168984381
DNA,1442,3448,20,28840,0.11955617198335645
Worst-Case,1442,4000,616,888272,0.004503125168867194
DNA,1443,3449,20,28860,0.1195079695079695
Worst-Case,1443,4000,616,888888,0.0045000045000045
DNA,1444,3450,20,28880,0.11945983379501385
Worst-Case,1444,4000,616,889504,0.004496888153397848
DNA,1445,3451,20,28900,0.11941176470588236
Worst-Case,1445,4000,616,890120,0.004493776120073698
DNA,1446,3452,20,28920,0.11936376210235132
Worst-Case,1446,4000,616,890736,0.004490668391083329
DNA,1447,3453,20,28940,0.11931582584657913
Worst-Case,1447,4000,616,891352,0.00448756495750276
DNA,1448,3454,20,28960,0.11926795580110497
Worst-Case,1448,4000,616,891968,0.004484465810432661
DNA,1449,3455,20,28980,0.11922015182884749
Worst-Case,1449,4000,616,892584,0.00448137094099827
DNA,1450,3456,20,29000,0.11917241379310345
Worst-Case,1450,4000,616,893200,0.0044782803403493054
DNA,1451,3457,20,29020,0.11912474155754652
Worst-Case,1451,4000,616,893816,0.004475193999659885
DNA,1452,3458,20,29040,0.1190771349862259
Worst-Case,1452,4000,616,894432,0.004472111910128439
DNA,1453,3459,20,29060,0.11902959394356503
Worst-Case,1453,4000,616,895048,0.004469034062977628
DNA,1454,3460,20,29080,0.11898211829436038
Worst-Case,1454,4000,616,895664,0.00446596044945426
DNA,1455,3461,20,29100,0.11893470790378007
Worst-Case,1455,4000,616,896280,0.0044628910608292055
DNA,1456,3462,20,29120,0.11888736263736263
Worst-Case,1456,4000,616,896896,0.004459825888397317
DNA,1457,3463,20,29140,0.11884008236101579
Worst-Case,1457,4000,616,897512,0.004456764923477346
DNA,1458,3464,20,29160,0.11879286694101508
Worst-Case,1458,4000,616,898128,0.004453708157411861
DNA,1459,3465,20,29180,0.11874571624400274
Worst-Case,1459,4000,616,898744,0.004450655581567165
DNA,1460,3466,20,29200,0.1186986301369863
Worst-Case,1460,4000,616,899360,0.004447607187333215
DNA,1461,3467,20,29220,0.11865160848733744
Worst-Case,1461,4000,616,899976,0.004444562966123541
DNA,1462,3468,20,29240,0.1186046511627907
Worst-Case,1462,4000,616,900592,0.004441522909375166
DNA,1463,3469,20,29260,0.11855775803144224
Worst-Case,1463,4000,616,901208,0.004438487008548526
DNA,1464,3470,20,29280,0.11851092896174864
Worst-Case,1464,4000,616,901824,0.004435455255127387
DNA,1465,3471,20,29300,0.1184641638225256
Worst-Case,1465,4000,616,902440,0.004432427640618767
DNA,1466,3472,20,29320,0.1184174624829468
Worst-Case,1466,4000,616,903056,0.004429404156552861
DNA,1467,3473,20,29340,0.1183708248125426
Worst-Case,1467,4000,616,903672,0.004426384794482954
DNA,1468,3474,20,29360,0.11832425068119891
Worst-Case,1468,4000,616,904288,0.00442336954598535
DNA,1469,3475,20,29380,0.11827773995915589
Worst-Case,1469,4000,616,904904,0.004420358402659288
DNA,1470,3476,20,29400,0.1182312925170068
Worst-Case,1470,4000,616,905520,0.004417351356126867
DNA,1471,3477,20,29420,0.1181849082256968
Worst-Case,1471,4000,616,906136,0.004414348398032966
DNA,1472,3478,20,29440,0.11813858695652174
Worst-Case,1472,4000,616,906752,0.004411349520045172
DNA,1473,3479,20,29460,0.11809232858112695
Worst-Case,1473,4000,616,907368,0.0044083547138536955
DNA,1474,3480,20,29480,0.11804613297150611
Worst-Case,1474,4000,616,907984,0.004405363971171299
DNA,1475,3481,20,29500,0.118
Worst-Case,1475,4000,616,908600,0.004402377283733216
DNA,1476,3482,20,29520,0.1179539295392954
Worst-Case,1476,4000,616,909216,0.004399394643297082
DNA,1477,3483,20,29540,0.11790792146242383
Worst-Case,1477,4000,616,909832,0.004396416041642853
DNA,1478,3484,20,29560,0.11786197564276049
Worst-Case,1478,4000,616,910448,0.004393441470572729
DNA,1479,3485,20,29580,0.11781609195402298
Worst-Case,1479,4000,616,911064,0.004390470921911084
DNA,1480,3486,20,29600,0.11777027027027027
Worst-Case,1480,4000,616,911680,0.0043875043875043875
DNA,1481,3487,20,29620,0.11772451046590142
Worst-Case,1481,4000,616,912296,0.00438454185922113
DNA,1482,3488,20,29640,0.11767881241565452
Worst-Case,1482,4000,616,912912,0.00438158332895175
DNA,1483,3489,20,29660,0.11763317599460553
Worst-Case,1483,4000,616,913528,0.004378628788608559
DNA,1484,3490,20,29680,0.11758760107816711
Worst-Case,1484,4000,616,914144,0.004375678230125669
DNA,1485,3491,20,29700,0.11754208754208754
Worst-Case,1485,4000,616,914760,0.0043727316454589184
DNA,1486,3492,20,29720,0.11749663526244952
Worst-Case,1486,4000,616,915376,0.004369789026585797
DNA,1487,3493,20,29740,0.11745124411566914
Worst-Case,1487,4000,616,915992,0.004366850365505375
DNA,1488,3494,20,29760,0.11740591397849462
Worst-Case,1488,4000,616,916608,0.004363915654238235
DNA,1489,3495,20,29780,0.11736064472800538
Worst-Case,1489,4000,616,917224,0.004360984884826389
DNA,1490,3496,20,29800,0.11731543624161074
Worst-Case,1490,4000,616,917840,0.004358058049333217
DNA,1491,3497,20,29820,0.11727028839704896
Worst-Case,1491,4000,616,918456,0.004355135139843389
DNA,1492,3498,20,29840,0.11722520107238606
Worst-Case,1492,4000,616,919072,0.0043522161484627975
DNA,1493,3499,20,29860,0.11718017414601474
Worst-Case,1493,4000,616,919688,0.004349301067318482
DNA,1494,3500,20,29880,0.11713520749665328
Worst-Case,1494,4000,616,920304,0.0043463898885585635
DNA,1495,3501,20,29900,0.11709030100334449
Worst-Case,1495,4000,616,920920,0.00434348260435217
DNA,1496,3502,20,29920,0.11704545454545455
Worst-Case,1496,4000,616,921536,0.004340579206889367
DNA,1497,3503,20,29940,0.11700066800267202
Worst-Case,1497,4000,616,922152,0.004337679688381091
